"","Confort","Securite","Qualite","Force","Maintien","Puissance","Competition","Muscle","Beaute","Galbant","Silhouette","Douceur","Se_defouler","Energie","Legerete","Technicite","Se_relaxer","Bien_etre","Liberte","Fluidite","Resistance","Inconfort","Repetition","Intensite","Ralentissement","Acceleration","Nouveaute","Endurance","Impact","Recuperation","Tolerance","Decouragement","Perseverance","Objectif","Passivite","Brulure","Fatigue","Transpiration","Rythme","Difficulte","Facilite","Lent","Rapide","Ennuyeux","Regulier","Equilibre","Culpabilite","Challenge","Progression","Accompagnement","Lassitude","Confiance_en_soi","Actif","Stretchcing","Efficacite","Discipline","Muscultation","Cardio","Vital","Depassement","Calme","Serenite","Sexy","Plaisir","Groupe","Partage","Role","Performance","Meilleur","Individualiste","detente","clust"
"etudiant_83","0.15561569688769","0.34506089309878","0.14208389715832","0.051195308976094","0.18606224627876","0.35611186287776","0.52074875958502","0.030897609382048","0.11118628777627","0.37640956247181","0.065403698691926","0.13328822733424","0.3743797925124","0.0072169598556608","0.16982408660352","0.25033829499323","0.065178168696437","0.13689670726207","0.18448353631033","0.2575552548489","0.089084348218313","0.64140730717185","0.5085701398286","0.4914298601714","0.28822733423545","0.011050969778981","0.77424447451511","0.62201172755976","0.34641407307172","0.57803337843933","0.24763193504736","0.20658547586829","0.13554352728913","0.040144339197113","0.81145692377086","0.1256202074876","0.043301759133965","0","0.14794767704105","0.0063148398737032","0.081867388362652","0.11547135769057","0.0036084799278304","0.0065403698691926","0.11547135769057","0.52616147947677","0.47812359043753","0.2744700045106","0.13892647722147","0.17884528642309","0.27582318448354","0.65719440685611","0.46098331078033","0.16959855660803","0.40121786197564","0.46459179070816","0.006765899864682","0.21966621560668","0.26477221470456","0.21132160577357","0.1405051871899","0.43910690121786","0.089084348218313","0.17117726657645","0.1723049165539","0.17501127649977","0.13870094722598","0.27221470455571","0.23680649526387","0.60487144790257","0.11479476770411","2"
"etudiant_84","0.30520231213873","0.14219653179191","0.24566473988439","0.36849710982659","0.22341040462428","0.13410404624277","0.12919075144509","0.23265895953757","0.040462427745665","0.28872832369942","0.078323699421965","0.15260115606936","0.23265895953757","0.12947976878613","0.12138728323699","0.21271676300578","0.082658959537572","0.01271676300578","0.035549132947977","0.28901734104046","0.063872832369942","0.27456647398844","0.17167630057804","0.08728323699422","0.33583815028902","0.031791907514451","0.20838150289017","0.040462427745665","0.34046242774566","0.06878612716763","0.21820809248555","0.48121387283237","0.15722543352601","0.75","0.052601156069364","0.05","0.73381502890173","0.11531791907515","0.1014450867052","0.15751445086705","0.18121387283237","0.062138728323699","0","0.44364161849711","0.21589595375723","0.69913294797688","0.26560693641618","0.082369942196532","0.13381502890173","0.063872832369942","0.092196531791907","0.19161849710983","0.035838150289017","0.17080924855491","0.060115606936416","0.10982658959538","0.089306358381503","0.010404624277457","0","0.043352601156069","0.084971098265896","0.23988439306358","0.0089595375722543","0.026300578034682","0.039017341040462","0.078612716763006","0.068208092485549","0.032947976878613","0.050867052023121","0.2014450867052","0.17630057803468","1"
"etudiant_85","0.10272417707151","0.4377979568672","0.31010215664018","0.04472190692395","0.058569807037457","0.029738933030647","0.024063564131669","0.015437003405221","0.27559591373439","0.59421112372304","0.096027241770715","0.060045402951192","0.06583427922815","0.029398410896708","0.078660612939841","0.033825198637912","0.11770715096481","0.028263337116913","0.036322360953462","0.37355278093076","0.037003405221339","0.37854710556186","0.020885357548241","0.13870601589103","0.22360953461975","0.05005675368899","0.070601589103292","0.26867196367764","0.051532349602724","0.026106696935301","0.021679909194098","0.17729852440409","0.66867196367764","0.019977298524404","0.037570942111237","0.12292849035187","0.018615209988649","0.006583427922815","0","0.013507377979569","0.0062429057888763","0.16730987514188","0.055959137343927","0.23393870601589","0.1516458569807","0.013620885357548","0.21418842224745","0.075368898978434","0.045402951191828","0.29920544835414","0.92156640181612","0.058569807037457","0.024631101021566","0.30431328036322","0.10351872871737","0.14824063564132","0.054029511918275","0.04460839954597","0.066969353007946","0.060726447219069","0.057661748013621","0.062088535754824","0.16651532349603","0.15255391600454","0.048127128263337","0.03677639046538","0.013620885357548","0.11486946651532","0.025539160045403","0.086038592508513","0.018274687854711","1"
"etudiant_86","0.48631029986962","0.079530638852673","0.37139132054386","0.16092382194077","0.49674054758801","0.13503445706836","0.090147140994599","0.034457068355373","0.16818774445893","0.1277705345502","0.75544794188862","0.098714844477556","0.28105792512572","0.16576643695288","0.5295213261315","0.33600298007078","0.36263736263736","0.082138200782269","0.16297262059974","0.021419258707394","0.0024213075060533","0.29484075246787","0.11436021605513","0.38815421866269","0.17880424660086","0.052523747439002","0.49264295027007","0.17694170236543","0.13112311417396","0.83013596572919","0.51834606071894","0.17340286831812","0.049357422238778","0.14676848575154","0.3304153473645","0.31495623021047","0.67684857515366","0.46246973365617","0.14099459862172","0.10188116967778","0.061463959769045","0.27100018625442","0.23486682808717","0.15775749674055","0.17098156081207","0.39951573849879","0.24380704041721","0.16967777984727","0.1501210653753","0.17712795678897","0.064630284969268","0.24380704041721","0.097224809089216","0.24362078599367","0.13503445706836","0.09461724715962","0","0.36263736263736","0.11529148817284","0.17843173775377","0.14602346805737","0.25107096293537","0.55969454274539","0.070404172099087","0.29130191842056","0.025330601601788","0.092754702924194","0.032408269696405","0.32538647792885","0.10784131123114","0.045632333767927","2"
"etudiant_87","0.11867385192127","0.27014995313964","0.073805060918463","0.041119962511715","0.76440955951265","0.0069119025304592","0.16940018744142","0.27378163074039","0.12078256794752","0.17982661668229","0.06302717900656","0.041940018744143","0.058223992502343","0.024367385192127","0.036551077788191","0.1758434864105","0.028350515463918","0.020618556701031","0.33388003748828","0.45606841611996","0.10238987816307","0.078022492970947","0.89913308341143","0.14983598875352","0.12160262417994","0.042408622305529","0.08622305529522","0.039714151827554","0.60649015932521","0.13835520149953","0.029170571696345","0.076968134957826","0.05869259606373","0.025187441424555","0.32427366447985","0.42162605435801","0.19845360824742","0.16037956888472","0.040651358950328","0.23711340206186","0.2682755388941","0.047446110590441","0.028116213683224","0.014878163074039","0.015112464854733","0.030224929709466","0.03186504217432","0.010543580131209","0.048031865042174","0.02753045923149","0.0042174320524836","0.011129334582943","0.020032802249297","0.035965323336457","0.030927835051546","0.091143392689784","0.075445173383318","0.024953139643861","0.013823805060918","0.032802249297095","0.020384254920337","0.011480787253983","0.028467666354264","0.1668228678538","0.012183692596064","0","0.0033973758200562","0.068884723523899","0.0074976569821931","0.043697282099344","0.012769447047798","1"
"etudiant_88","0.23793787177792","0.13967834324741","0.290592641551","0.17669090107953","0.41815377836528","0.15069398545935","0.187265917603","0.16920026437541","-0.71976206212822","-0.22780348094294","0.40801938753029","0","0.25137695527649","0.17647058823529","0.42256003525005","0.19850187265918","0.19828155981494","0.17250495703899","0.15796430931923","0.21326283322318","0.19850187265918","0.17625027539106","0.62899317030183","0.2718660497907","0","0.21634721304252","0.2009253139458","0.17250495703899","-0.679885437321","0.2502753910553","0","0","0.20929720202688","0.23617536902401","0","-0.522141440846","-0.66468385106852","0.19850187265918","0.19101123595506","-0.42233972240582","0","0","-0.39942718660498","0","0.38598810310641","0","0","0.3212161269002","0.23485349195858","-0.43005067195418","0","0.19960343688037","0.20048468825732","-0.30160828376294","-0.42806785635603","0.26261291033267","-1","0.32275831680987","0.36373650583829","0.23507380480282","0","0.21370345891165","0","0.21260189469046","0.25666446353822","0.80766688697951","0","0.21458471028861","0.30843798193435","-0.42366159947125","0.23419255342587","2"
"etudiant_89","0","0","0.096474404435208","0.10743908681093","0.11425963726512","0","0","0","0","-0.19412051283633","0","0.22748324154986","0","0.27510992433259","0.29139044259576","0.29898185092225","-0.33311543750809","0.34568350425822","0.35777055569602","0","0.37791769704669","0","0.40003823455047","0","0","0","0","0.54033436731069","0.54787027387039","0.55875478702739","0.56709855263726","0","0.60161448472776","0.60812052517005","0","0","0.6407617309151","0.6480077949148","0.66010718007857","0.66783425939059","0","0","0","0","-0.72361353503087","0.73192029946287","0","0.75783962456138","0.77126488526551","0","-0.79715954291212","0","0.83591210986883","-0.84667328576626","0.86040688961932","0.8624172869503","0","0.88843528185647","-0.9019468786423","0.92516511775625","0.93543911147838","0.94623112169071","0","0.96434936512146","0.97356265841129","0.98000086336082","0.98700641970436","1","0","0","0","3"
"etudiant_90","0.072544258248584","-0.085719552168233","0.09686726131801","0","0.12425969113393","0","0","0","0.18027071863054","-0.18991176399875","0.20816002692761","0.22028546470159","0.22954182995536","0.24012854727158","0.27337933466369","0","0.29198823519983","0.29920900151468","0.30889011772814","0.32792376922399","0","0","0","0","0","0","0.4220341563885","0.43682831245642","0","0","0.48989012574231","0","0.50664775322771","0.5188533326922","0","0","0.55191178002709","0","0.57673166157767","0","0.59323283565343","0.60479728159386","0","0","0","0.64615039389641","0","0.6669551767525","0.67541012510118","0.69098966973609","0","0.70628070428518","0.76617058960242","-0.78577324710087","0.80403753836783","0.8277995496037","0","0.84607185503971","0.85641013311535","0.86680451037434","0.87365662491285","0.88066902283237","0","0.93536572660464","0.94758733440723","0.95443143477669","0","0.9700109794116","0","0","1","3"
"etudiant_91","0.02500805227074","-0.049475452077486","0.069502599733125","0.077899967790917","0.096868817006396","0.10556526940597","0.11504394239175","0.12992914001749","0.14433120139879","0.15508673445912","0.16686605622786","0","0.20170938204574","0.2103943312014","0","0.24087792757558","0","0.2903073666774","0.30184512032393","0.31021948189389","0.3191690056596","0","0.34966410527769","0.35906225555607","0","0.38304651911839","0.39529747388764","0.40849169465789","0.41909768554732","0.44010260893572","0.46050936364055","0","0.48519532508167","0.493385634749","0","0.52422583168453","0.53193300510744","0.54704826761147","0.558045368794","0.57077945980767","0.57972898357337","0","0.62172732710624","0","0.65777849353518","0.66530161505545","0.68756039203055","0.69650991579625","0.71010675010353","0.71323563244835","0","0.73748447062071","0.74575530299545","0.76119265632908","0.7895251460912","0.79837114066167","0.81651175631528","0.85051534532738","0.86099480053375","0.87487921593889","0","0.89828831730548","0.92451571343119","0.93727281093268","0.95216951180233","0.96278700593567","0.97258776975107","0.9807780794184","0.98945152533014","1","0","3"
"etudiant_92","0.019865939849167","0.027893748518714","0.039385486742873","0.054663239199528","-0.081122799341246","0.088153968630168","0","0.10874307973723","0","-0.14323044854849","0","0","0.18396504469684","0.19080174776516","0.1987323233244","0.2066021281897","0.21501886930047","0.2215334876909","0.2281696474692","0.23456880154115","-0.25684733793975","0","-0.28333120635905","0.29046568582767","0.30593182743554","0.31265914325476","0.32955947323962","0.33586747127065","0","0.36091715131295","0.38476357161522","0","0.40856745243174","0.41621848279885","-0.44014998207264","0","0","0.46975138709109","0.47596822908121","0.49031618992057","0","0.60068792425541","0.60582912496278","0","0.62209136266127","-0.63194229214903","0","0.65169276767971","0.65832892745802","0.66971127843309","0","0.68377361701093","0.68947390810256","0.6988386720388","0.71593954531367","0.72873177638816","0.75727577133203","0.76269044016214","0.77051770554168","0.77838143333759","0.800040108658","0.80553377939023","0.86125442866432","0.86818228777354","0","0","0","0.95296348289001","0.96238901752019","0.99327876125018","1","3"
"etudiant_93","0.05533465871438","0.066269052352551","0.060967528164347","0.050364479787939","0.054671968190855","0.056660039761431","0","0.12094102054341","0.083167660702452","0.05533465871438","0.050364479787939","0.059310801855534","0","0.35453943008615","0.27601060304838","0","0.24320742213386","0","0.2375745526839","0.20974155069583","0","0","0.21703114645461","0.77799867461895","0.27601060304838","0.21007289595759","0.21537442014579","0.16037110669317","0.14479787939033","0.14844267726971","0","0.13783962889331","0","0.14479787939033","0.22100728959576","0","0.16037110669317","0","0.20874751491054","0.18754141815772","0.27634194831014","0.22664015904573","0.19880715705765","0","1","0","0.14877402253148","0.19913850231942","0.19913850231942","0.22166998011928","0","0","0.2650762094102","0","0.19913850231942","0","0.24353876739563","0","0","0","0","0","0","0.26607024519549","0.28661365142479","0.26607024519549","0.2090788601723","0.43638170974155","0.20444002650762","0","0","1"
"etudiant_94","0","0","0.5449591280654","0.26702997275204","0.53508174386921","0.37942779291553","0.35762942779292","0.30108991825613","0","0","0","0.25544959128065","0.52826975476839","0.32356948228883","0","0.58514986376022","0","-1","0.36307901907357","0","0.33446866485014","0","0","0.49182561307902","0","0.42608991825613","0","0.42029972752044","0.26123978201635","0","0.38930517711172","0.26702997275204","0.44311989100817","0.44311989100817","0.26805177111717","0.34059945504087","0.19209809264305","0.31948228882834","0.28814713896458","0.27963215258856","0","0","0.30722070844687","0","0","0","0","0.34536784741144","0.51702997275204","0.55074931880109","0.68188010899183","0.35762942779292","0.24489100817439","0.47070844686648","0.39202997275204","0.85762942779292","0.23297002724796","0.20980926430518","0.26158038147139","0.48262942779292","0","0.49046321525886","0","0.27213896457766","0.2724795640327","0.26158038147139","0","0.38726158038147","0","0","0","2"
"etudiant_95","0.068696691252215","0.10367135028225","0.1141620997981","0.13145988709877","0.14023651571964","0","0","0","0","0","0","0","0.23109316411883","0.23759528616754","0.24889365033582","0.26494705179447","0","0.28479129754007","0.29321356462977","0.30497342288516","0.31267872594668","0","0","0","0","0","0.36450616012197","0.3749557048086","0","0","0.41088631587622","0","0.43805678025465","0.45160492809757","0","0","0","0","0.50684412213111","0.52186740285961","0","0","0","0","0.57419753595121","0.58634471960114","0","0.61036713502823","0.63255181507273","0","0","0.67045201697639","0.67842927191067","-0.71769747414397","0.73641270756933","0","0","0.81887181177634","0","0","0.85996126746055","0","0","0.92322716222341","0.93549796036095","0.94669743293914","0.9580122790391","0.96383040092299","0.96921175161729","0","1","3"
"etudiant_96","0.032132887933007","0.043417379764792","0.054262572644488","0.06498878872466","0.078799249530957","0.089113622843546","0","0.11420857548163","0","0.15254656111289","0.16312634420903","0","0.20730334507848","0.21802956115865","0","0.25424426852148","0.28272548391525","0.29099894751293","0.30050793941335","0.30878140301103","0.31708232279321","0","0.34725666956482","0.35543861254748","0","0.37351393401364","0","0.40186702054638","0.41261154074955","0.4251681691301","0","0","0.48971765890267","0.4992632590491","-0.5772845833524","0","0","0.61651947101085","0.62480208667002","0","0.64504644671212","0","0.66105340227886","0","0.68280785246877","0.69151146295703","-0.70790280510685","0.72800988422642","0.73690568800622","0.74840067725255","0","0.76786711206699","0.77553653960555","0","0.80529904360957","0.81385622111381","0.82860934425479","0.8355374548117","0.84421360911545","0.85452798242804","0","0","0","0.89788129776232","0","0","0","0.95492609710337","0.96283347824097","1","0","3"
"etudiant_97","0.49374365911397","0.55191072032465","0.4575583361515","0","0","0","0","0.45722015556307","0","0","0","0","0","0.37267500845452","0.4416638484951","0.46770375380453","0","0","0.4308420696652","0","0.76834629692256","0.46195468380115","0","0.4051403449442","0","0","0","0.33074061548867","1","0.3784240784579","0","0","0.55765979032804","0.58911058505242","0","0","0.36252959080149","0.34663510314508","0","0.34156239431857","0","0","0","0","0","0.35204599256003","0","0","0.36963138315861","0","0","0","0.41088941494758","0","0","0","0","0.42306391613121","0","0.37064592492391","0.58133243151843","0","0","0","0.46364558674332","0.31112614135949","0.341900574907","0.30503889076767","0.37808589786946","0","0","2"
"etudiant_98","0.43554817275747","0.52558139534884","0.27242524916944","0.9624584717608","0.55548172757475","0.52159468438538","0.2641196013289","0.28039867109635","0.32325581395349","0.44186046511628","0.32524916943522","0.50431893687708","0.25847176079734","0.21029900332226","0.34119601328904","0.38338870431894","0.20797342192691","0.19401993355482","0.178073089701","0.43089700996678","0.28039867109635","0.26378737541528","0.2109634551495","0.31960132890366","0.24817275747508","0.26644518272425","0.23720930232558","0.21162790697674","0.49468438538206","0.25847176079734","0.32890365448505","0.40166112956811","0.44950166112957","0.43687707641196","0.4468438538206","0.38372093023256","0.70431893687708","0.27043189368771","0.27375415282392","0.27076411960133","0.17873754152824","0.22093023255814","0.178073089701","0.19933554817276","0.23156146179402","0.28073089700997","0.21262458471761","0.21362126245847","0.15348837209302","0.54983388704319","0.31362126245847","0.19435215946844","0.22458471760797","0","0.0056478405315615","0.54418604651163","0.44750830564784","0.22325581395349","0.3906976744186","0.20199335548173","0.21860465116279","0.39302325581395","0.31495016611296","0.23156146179402","0.27275747508306","0.28571428571429","0.18305647840532","0.25880398671096","0.45348837209302","0.020265780730897","0.013621262458472","2"
"etudiant_99","0.029809220985692","0.098887122416534","0.045071542130366","0.15858505564388","0.1164546899841","0.067726550079491","0.050238473767885","0.072496025437202","0.076947535771065","0.21255961844197","0.20969793322735","0.35158982511924","0.11057233704293","0.084419713831479","0.083704292527822","0.042527821939587","0.061844197138315","0.016693163751987","0.01033386327504","0.051430842607313","0.070985691573927","0.061685214626391","0.038632750397456","0.048966613672496","0.10063593004769","0.053974562798092","0.045627980922099","0.14761526232114","0.083704292527822","0.11009538950715","0.2906200317965","0.10818759936407","0.045151033386327","0.024721780604133","0.074483306836248","0.036009538950715","0.10945945945946","0.037758346581876","0.049920508744038","0.028616852146264","0.02543720190779","0.049046104928458","0","0.056995230524642","0.053656597774245","0.33235294117647","0.20230524642289","0.065659777424483","0.94713831478537","0.13664546899841","0.12670906200318","0.072972972972973","0.050238473767885","0.40715421303657","0.078537360890302","0.21271860095389","0.16240063593005","0.065580286168522","0.36589825119237","0.057949125596184","0.068282988871224","0.12106518282989","0.029650238473768","0.045071542130366","0.21677265500795","0.060254372019078","0.059220985691574","0.069077901430843","0.077821939586646","0.063036565977742","0.15977742448331","1"
"etudiant_100","0.61974944731024","0.53500368459838","0.34450994841562","0.31871775976419","0.44215180545321","0.29550478997789","0","0.33750921149595","0","0","0.3728813559322","0","0","0.33050847457627","0","0.52431834929993","0","0.43183492999263","0.46683861459101","0.42630803242447","0.31208548268239","0","0.36072218128224","0.3316138540899","0","0","0.38504053058217","0.36035372144436","0.55011053795136","0.361459100958","0.30103168754606","0","0.41635961680177","0.50921149594694","0.27044952100221","0","0.27597641857038","0.30213706705969","0.29439941046426","0.3861459100958","0","0.44362564480472","0.23949889462049","0","0.32498157700811","0","0","0.33603537214444","0.44178334561533","0","0","0.42372881355932","0.34414148857775","0","0.50884303610906","0.35077376565954","0.35003684598379","0.27634487840825","0.42004421518055","0","0","0.29918938835667","0","0.54974207811349","0.35666912306559","0.31945467943994","0","1","0.24539425202653","0","0.33750921149595","2"
"etudiant_101","0.49339035769829","0.57231726283048","-0.28868584758943","0","-0.35769828926905","0.31084758942457","0.20742612752722","0","-0.29101866251944","-0.25252721617418","-0.34700622083981","-0.3258164852255","0.25622083981338","0.25758164852255","0.35730948678072","0","-0.34078538102644","0.20742612752722","-0.2803265940902","0.21306376360809","0.23464230171073","-0.23464230171073","0","0.26710730948678","-0.32678849144634","0.19770606531882","0","0.20042768273717","-0.23736391912908","0.41174183514774","0.19148522550544","0","0.28324261275272","0.19440124416796","0","-0.33825816485226","0","0.20975894245723","0.1704898911353","-0.32290046656299","0","-0.21947900466563","0.70431570762053","0","0","0.20820373250389","0","0.26185847589425","0.20101088646967","0","-0.2251166407465","0.27080093312597","0.15824261275272","0","0.24669517884914","0","0","0.32912130637636","0","0.055209953343701","0.20684292379471","0.16407465007776","0","0.17943234836703","0","1","0","-0.2348367029549","0.21636858475894","0","0.19498444790047","2"
"etudiant_102","0","0","0.41675915649279","0.26331853496115","0.29245283018868","0.20255271920089","0.48140954495006","0.18951165371809","0.35183129855716","0.24528301886793","0.19866814650389","0","0.25","0.17563817980022","0","0.21753607103219","0.36986681465039","0.45338512763596","0","0.50416204217536","0.24112097669256","0","0.27746947835738","0.19422863485017","0.44006659267481","0.18118756936737","0.4303551609323","0.17508324084351","0.24500554938957","0.53329633740289","0","0.54716981132076","0.21753607103219","0.246115427303","-0.67036625971143","0.25","0.35599334073252","0.17591564927858","0.23085460599334","0.20837957824639","0.26914539400666","0.21642619311876","0.18174250832408","0","0.23085460599334","0.3795782463929","0.49084350721421","0.22558268590455","0.30577136514983","0.34683684794673","0.43951165371809","1","0.23085460599334","0.19977802441731","0.19450610432852","0.19839067702553","0.22641509433962","0.20837957824639","0","0.24472807991121","0","0","0","0.24195338512764","0.24417314095449","0.22253052164262","-0.4622641509434","0.24056603773585","0.21753607103219","0.34211986681465","0","2"
"etudiant_103","0.057498171177762","0.41901975128018","0.080029261155816","0.021945866861741","0.067885881492319","0.039063643013899","0.027066569129481","0.013021214337966","0.22165325530358","0.10153621068032","0.040380395025603","0.33577176298464","0.095683979517191","0.027066569129481","0.10314557425018","0.10270665691295","0.060716898317484","0.034089246525238","0.23877103145574","0.15830285296269","0.052231163130944","0.31909290416971","0.1272860277981","0.079590343818581","0.24067300658376","0.075932699341624","0.10416971470373","0.040819312362838","0.090563277249451","0.031748354059985","0.19092904169715","0.60248719824433","0.099487929773226","0.018580833942941","0.17585954645209","0.40585223116313","0.49934162399415","0.034381858083394","0.4861741038771","0.29363569861009","0.049451353328457","0.32801755669349","0.67798098024872","0.073152889539137","0.35698610095099","0.26715435259693","0.21667885881492","0.038332114118508","0.055010972933431","0.11821506949525","0.89670811997074","0.058083394294075","0.050768105340161","0.14732991953182","0.050768105340161","0.041111923920995","0.027066569129481","0","0.042136064374543","0.11894659839064","0.026042428675933","0.10636430138991","0.34967081199707","0.33416239941478","0.037893196781273","0.033211411850768","0.15303584491587","0.03643013899049","0.2861741038771","0.45032918800293","0.4680321872714","1"
"etudiant_104","0.98841978287093","0.1189384800965","0.29601930036188","0.21109770808203","0.078648974668275","0.091435464414958","0.057177322074789","0.064414957780458","0.096260554885404","0.08226779252111","0.09794933655006","0.13317249698432","0.09794933655006","0.058866103739445","0.18793727382388","0.14475271411339","0.27768395657419","0.18407720144753","0.16839565741858","0.17225572979493","0.20337756332931","0.35609167671894","0.28178528347407","0.31700844390832","0.18383594692401","0.039324487334138","0.043184559710495","0.031604342581423","0.050904704463209","0.027744270205066","0.027261761158022","0.024849215922799","0.023884197828709","0.01037394451146","0.070928829915561","0.13027744270205","0.38721351025332","0.17997587454765","0.18287092882992","0.12135102533172","0.13703256936068","0.047044632086852","0.068033775633293","0.018335343787696","0.078407720144753","0.027503015681544","0.043184559710495","0.068033775633293","0.018335343787696","0.5124246079614","0.37322074788902","0.40554885404101","0.12135102533172","0.064173703256936","0.023642943305187","0.022195416164053","0.024849215922799","0.0067551266586249","0.050904704463209","0.078407720144753","0.024849215922799","0.022195416164053","0.031604342581423","0.011821471652594","0.043184559710495","0.027503015681544","0.027744270205066","0.011821471652594","0","0.031604342581423","0.031363088057901","1"
"etudiant_105","0.13396307428081","0.1059109775297","0.15943895806498","0.11764705882353","0.13839988550165","0.13854300844425","0.12466008301131","0.10820094461142","0.15714899098325","0.18477171890654","0.10834406755403","0.10362101044798","0.10605410047231","0.15929583512237","0.12237011592958","0.15929583512237","0.22527551166452","0.100329182768","0.29397452411622","0.1710319164162","0.11750393588092","0.27078860741377","0.23586660941749","0.33347645627594","0.1524259338772","0.1338199513382","0.18720480893087","0.2732216974381","0.15686274509804","0.15943895806498","0.26606555030771","0.20581079146987","0.13596679547731","0.1524259338772","0.11535709174181","0.15943895806498","0.13839988550165","0.11807642765135","0.13110061542865","0.087304994990697","0.16001144983541","0.35623300415057","0.72291398311149","0.10605410047231","0.12222699298698","0.20108773436382","0.11535709174181","0.085015027908974","0.13625304136253","0.1245169600687","0.19049663661085","0.15686274509804","0.12222699298698","0.13181623014169","0.3160154572778","0.16187204808931","0.16287390868756","0.10934592815228","0.15743523686847","0.11721768999571","0.100329182768","0.16387576928582","0.1059109775297","0.97838843566624","0.13739802490339","0.036353227422356","0.0062974094747388","0","0.0031487047373694","0.017890367825963","0.0038643194504079","1"
"etudiant_106","0.062934027777778","0.18587239583333","0.047960069444444","0.0654296875","0.064561631944444","0.036783854166667","0.025607638888889","0.13856336805556","0.029188368055556","0.027777777777778","0.039930555555556","0.055772569444444","0.077907986111111","0.0673828125","0.080403645833333","0.030924479166667","0.26508246527778","0.0751953125","0.11729600694444","0.034071180555556","0.057183159722222","0.041883680555556","0.029405381944444","0.11306423611111","0.044162326388889","0.27615017361111","0.052842881944444","0.0546875","0.0093315972222222","0.0090060763888889","0.06640625","0.028754340277778","0.061848958333333","0.0092230902777778","0.034722222222222","0.16840277777778","0.11111111111111","0.055338541666667","0.12315538194444","0.19227430555556","0.1181640625","0.11490885416667","0","0.0751953125","0.72612847222222","0.92035590277778","0.10709635416667","0.070421006944444","0.1201171875","0.031141493055556","0.015950520833333","0.051649305555556","0.036458333333333","0.84375","0.091796875","0.034722222222222","0.014756944444444","0.019314236111111","0.14496527777778","0.10177951388889","0.033203125","0.057725694444444","0.24858940972222","0.10101996527778","0.283203125","0.03125","0.015190972222222","0.0047743055555556","0.032986111111111","0.032986111111111","0.017035590277778","1"
"etudiant_107","0.49474187380497","0.20745697896749","0.17686424474187","0.013862332695985","0.0062141491395794","0.68833652007648","0.6414913957935","0.51768642447419","0.61854684512428","0.61854684512428","0.47179732313576","0.47084130019121","0.51720841300191","0.47179732313576","0.53346080305927","0.67208413001912","0.56453154875717","0.35755258126195","0.65439770554493","0.61089866156788","0.47084130019121","0.36281070745698","0.36281070745698","0.30210325047801","0.29923518164436","0.0062141491395794","0.27772466539197","0.3236137667304","0.61854684512428","0.92877629063097","0.4631931166348","0.63384321223709","0.47131931166348","0.37045889101338","0.30066921606119","0.22323135755258","0.060707456978967","0.0066921606118547","0.00095602294455067","0.18929254302103","0.0062141491395794","0.013862332695985","0.0066921606118547","0.19980879541109","0.00717017208413","0.26386233269599","0.23565965583174","0.16156787762906","0.0081261950286807","0.015296367112811","0.42925430210325","0.45602294455067","0.37858508604206","0.19168260038241","0.013862332695985","0.0066921606118547","0.16873804971319","0","0.012906309751434","0.3934034416826","0.4321223709369","0.33173996175908","0.51051625239006","0.40105162523901","0.54110898661568","0.29302103250478","0.19980879541109","0.11472275334608","0.09942638623327","0.16873804971319","0.15344168260038","2"
"etudiant_108","0.19809610154125","0.076835902085222","0.34179510426111","0.42611060743427","0.28309156844968","0.16863100634633","0.14324569356301","0.047824116047144","0.014959202175884","0.11854034451496","0.27402538531278","0.13961922030825","0.077062556663645","0.014505893019039","0.11038077969175","0.22030825022666","0.19469628286491","0.16183136899365","0.483907524932","0.84927470534905","0.10675430643699","0.17973708068903","0.15843155031732","0.058250226654578","0.19832275611967","0.2388939256573","0.17248413417951","0.022212148685403","0.080689029918404","0.069582955575703","0.12851314596555","0.14483227561197","0.068223028105168","0.34564823209429","0.15389845874887","0.17701722574796","0.039437896645512","0","0.055077062556664","0.051223934723481","0.088168631006346","0.062330009066183","0.085902085222122","0.10267452402539","0.34043517679057","0.077062556663645","0.055077062556664","0.047824116047144","0.054850407978241","0.27561196736174","0.12556663644606","0.080009066183137","0.0072529465095195","0.34655485040798","0.13123300090662","0.0766092475068","0.22574796010879","0.097688123300091","0.11151405258386","0.060970081595648","0.071622846781505","0.0766092475068","0.016999093381686","0.081595648232094","0.21396192203083","0.22733454215775","0.071849501359928","0.033091568449683","0.03286491387126","0.15095194922937","0.054623753399819","1"
